Council,Region,Year,PropertyType,NumSales,MedianPrice,MeanPrice,YoY_Median_Growth_Pct,Median_Index_2004base,IsAggregate,IsPreliminary
Alpine Shire,Regional Victoria,2004,House,215,175000,193221,,100,FALSE,FALSE
Alpine Shire,Regional Victoria,2005,House,232,212500,234846,21.43,121.4,FALSE,FALSE
Alpine Shire,Regional Victoria,2006,House,222,240000,261349,12.94,137.1,FALSE,FALSE
Alpine Shire,Regional Victoria,2007,House,240,250000,284654,4.17,142.9,FALSE,FALSE
Alpine Shire,Regional Victoria,2008,House,135,235000,257562,-6,134.3,FALSE,FALSE
Alpine Shire,Regional Victoria,2009,House,166,240000,260268,2.13,137.1,FALSE,FALSE
Alpine Shire,Regional Victoria,2010,House,90,243500,279688,1.46,139.1,FALSE,FALSE
Alpine Shire,Regional Victoria,2011,House,144,263500,282726,8.21,150.6,FALSE,FALSE
Alpine Shire,Regional Victoria,2012,House,162,260000,283762,-1.33,148.6,FALSE,FALSE
Alpine Shire,Regional Victoria,2013,House,171,272500,293760,4.81,155.7,FALSE,FALSE
Alpine Shire,Regional Victoria,2014,House,185,270000,294889,-0.92,154.3,FALSE,FALSE
Alpine Shire,Regional Victoria,2015,House,208,307000,315481,13.7,175.4,FALSE,FALSE
Alpine Shire,Regional Victoria,2016,House,233,325000,351412,5.86,185.7,FALSE,FALSE
Alpine Shire,Regional Victoria,2017,House,247,350000,374240,7.69,200,FALSE,FALSE
Alpine Shire,Regional Victoria,2018,House,218,372000,408328,6.29,212.6,FALSE,FALSE
Alpine Shire,Regional Victoria,2019,House,214,443750,458745,19.29,253.6,FALSE,FALSE
Alpine Shire,Regional Victoria,2020,House,242,482500,527112,8.73,275.7,FALSE,FALSE
Alpine Shire,Regional Victoria,2021,House,250,645500,705464,33.78,368.9,FALSE,FALSE
Alpine Shire,Regional Victoria,2022,House,185,768000,852054,18.98,438.9,FALSE,FALSE
Alpine Shire,Regional Victoria,2023,House,131,680000,791992,-11.46,388.6,FALSE,FALSE
Alpine Shire,Regional Victoria,2024,House,168,722500,775842,6.25,412.9,FALSE,FALSE
Alpine Shire,Regional Victoria,2025,House,18,722500,811083,0,412.9,FALSE,TRUE
Alpine Shire,Regional Victoria,2004,Unit/Apartment,56,189500,190079,,100,FALSE,FALSE
Alpine Shire,Regional Victoria,2005,Unit/Apartment,61,225000,218625,18.73,118.7,FALSE,FALSE
Alpine Shire,Regional Victoria,2006,Unit/Apartment,59,230000,259181,2.22,121.4,FALSE,FALSE
Alpine Shire,Regional Victoria,2007,Unit/Apartment,57,190000,242856,-17.39,100.3,FALSE,FALSE
Alpine Shire,Regional Victoria,2008,Unit/Apartment,32,260000,265696,36.84,137.2,FALSE,FALSE
Alpine Shire,Regional Victoria,2009,Unit/Apartment,44,242000,242142,-6.92,127.7,FALSE,FALSE
Alpine Shire,Regional Victoria,2010,Unit/Apartment,26,253000,259288,4.55,133.5,FALSE,FALSE
Alpine Shire,Regional Victoria,2011,Unit/Apartment,39,225000,225384,-11.07,118.7,FALSE,FALSE
Alpine Shire,Regional Victoria,2012,Unit/Apartment,42,218750,219047,-2.78,115.4,FALSE,FALSE
Alpine Shire,Regional Victoria,2013,Unit/Apartment,31,209000,219043,-4.46,110.3,FALSE,FALSE
Alpine Shire,Regional Victoria,2014,Unit/Apartment,50,210000,216646,0.48,110.8,FALSE,FALSE
Alpine Shire,Regional Victoria,2015,Unit/Apartment,49,190000,239234,-9.52,100.3,FALSE,FALSE
Alpine Shire,Regional Victoria,2016,Unit/Apartment,50,293000,294020,54.21,154.6,FALSE,FALSE
Alpine Shire,Regional Victoria,2017,Unit/Apartment,56,295000,293146,0.68,155.7,FALSE,FALSE
Alpine Shire,Regional Victoria,2018,Unit/Apartment,60,302500,294797,2.54,159.6,FALSE,FALSE
Alpine Shire,Regional Victoria,2019,Unit/Apartment,43,405000,386244,33.88,213.7,FALSE,FALSE
Alpine Shire,Regional Victoria,2020,Unit/Apartment,46,385000,394036,-4.94,203.2,FALSE,FALSE
Alpine Shire,Regional Victoria,2021,Unit/Apartment,65,490000,498458,27.27,258.6,FALSE,FALSE
Alpine Shire,Regional Victoria,2022,Unit/Apartment,30,597500,619166,21.94,315.3,FALSE,FALSE
Alpine Shire,Regional Victoria,2023,Unit/Apartment,27,555000,548148,-7.11,292.9,FALSE,FALSE
Alpine Shire,Regional Victoria,2024,Unit/Apartment,29,580000,512534,4.5,306.1,FALSE,FALSE
Alpine Shire,Regional Victoria,2025,Unit/Apartment,4,620000,611250,6.9,327.2,FALSE,TRUE
Alpine Shire,Regional Victoria,2004,Vacant Land,74,78500,74515,,100,FALSE,FALSE
Alpine Shire,Regional Victoria,2005,Vacant Land,70,110000,106686,40.13,140.1,FALSE,FALSE
Alpine Shire,Regional Victoria,2006,Vacant Land,72,120000,127890,9.09,152.9,FALSE,FALSE
Alpine Shire,Regional Victoria,2007,Vacant Land,68,138000,160531,15,175.8,FALSE,FALSE
Alpine Shire,Regional Victoria,2008,Vacant Land,35,105000,119595,-23.91,133.8,FALSE,FALSE
Alpine Shire,Regional Victoria,2009,Vacant Land,49,115000,149989,9.52,146.5,FALSE,FALSE
Alpine Shire,Regional Victoria,2010,Vacant Land,35,128500,120850,11.74,163.7,FALSE,FALSE
Alpine Shire,Regional Victoria,2011,Vacant Land,57,110000,120217,-14.4,140.1,FALSE,FALSE
Alpine Shire,Regional Victoria,2012,Vacant Land,49,112000,112310,1.82,142.7,FALSE,FALSE
Alpine Shire,Regional Victoria,2013,Vacant Land,62,96200,103464,-14.11,122.5,FALSE,FALSE
Alpine Shire,Regional Victoria,2014,Vacant Land,69,117500,131173,22.14,149.7,FALSE,FALSE
Alpine Shire,Regional Victoria,2015,Vacant Land,74,129250,127792,10,164.6,FALSE,FALSE
Alpine Shire,Regional Victoria,2016,Vacant Land,84,141000,145598,9.09,179.6,FALSE,FALSE
Alpine Shire,Regional Victoria,2017,Vacant Land,109,150000,163962,6.38,191.1,FALSE,FALSE
Alpine Shire,Regional Victoria,2018,Vacant Land,106,163500,171440,9,208.3,FALSE,FALSE
Alpine Shire,Regional Victoria,2019,Vacant Land,69,175000,193728,7.03,222.9,FALSE,FALSE
Alpine Shire,Regional Victoria,2020,Vacant Land,97,190000,217389,8.57,242,FALSE,FALSE
Alpine Shire,Regional Victoria,2021,Vacant Land,74,240000,253005,26.32,305.7,FALSE,FALSE
Alpine Shire,Regional Victoria,2022,Vacant Land,42,350000,390654,45.83,445.9,FALSE,FALSE
Alpine Shire,Regional Victoria,2023,Vacant Land,20,370000,412250,5.71,471.3,FALSE,FALSE
Alpine Shire,Regional Victoria,2024,Vacant Land,21,400000,489857,8.11,509.6,FALSE,FALSE
Alpine Shire,Regional Victoria,2025,Vacant Land,2,240000,240000,-40,305.7,FALSE,TRUE
Ararat Rural City,Regional Victoria,2004,House,191,125000,125960,,100,FALSE,FALSE
Ararat Rural City,Regional Victoria,2005,House,214,140000,146016,12,112,FALSE,FALSE
Ararat Rural City,Regional Victoria,2006,House,153,137000,148871,-2.14,109.6,FALSE,FALSE
Ararat Rural City,Regional Victoria,2007,House,201,145000,151856,5.84,116,FALSE,FALSE
Ararat Rural City,Regional Victoria,2008,House,139,137000,148592,-5.52,109.6,FALSE,FALSE
Ararat Rural City,Regional Victoria,2009,House,205,150000,161640,9.49,120,FALSE,FALSE
Ararat Rural City,Regional Victoria,2010,House,187,169000,179064,12.67,135.2,FALSE,FALSE
Ararat Rural City,Regional Victoria,2011,House,152,165000,181191,-2.37,132,FALSE,FALSE
Ararat Rural City,Regional Victoria,2012,House,139,160000,172991,-3.03,128,FALSE,FALSE
Ararat Rural City,Regional Victoria,2013,House,171,168000,186820,5,134.4,FALSE,FALSE
Ararat Rural City,Regional Victoria,2014,House,156,191500,200452,13.99,153.2,FALSE,FALSE
Ararat Rural City,Regional Victoria,2015,House,123,210000,219761,9.66,168,FALSE,FALSE
Ararat Rural City,Regional Victoria,2016,House,166,190000,203307,-9.52,152,FALSE,FALSE
Ararat Rural City,Regional Victoria,2017,House,172,192500,207351,1.32,154,FALSE,FALSE
Ararat Rural City,Regional Victoria,2018,House,209,190000,210758,-1.3,152,FALSE,FALSE
Ararat Rural City,Regional Victoria,2019,House,194,203750,222632,7.24,163,FALSE,FALSE
Ararat Rural City,Regional Victoria,2020,House,192,240000,250774,17.79,192,FALSE,FALSE
Ararat Rural City,Regional Victoria,2021,House,226,310000,337669,29.17,248,FALSE,FALSE
Ararat Rural City,Regional Victoria,2022,House,201,370000,369935,19.35,296,FALSE,FALSE
Ararat Rural City,Regional Victoria,2023,House,171,360000,373002,-2.7,288,FALSE,FALSE
Ararat Rural City,Regional Victoria,2024,House,182,365000,384995,1.39,292,FALSE,FALSE
Ararat Rural City,Regional Victoria,2025,House,25,335000,371080,-8.22,268,FALSE,TRUE
Ararat Rural City,Regional Victoria,2004,Unit/Apartment,17,90000,90968,,100,FALSE,FALSE
Ararat Rural City,Regional Victoria,2005,Unit/Apartment,18,111775,110169,24.19,124.2,FALSE,FALSE
Ararat Rural City,Regional Victoria,2006,Unit/Apartment,8,187500,175312,67.75,208.3,FALSE,FALSE
Ararat Rural City,Regional Victoria,2007,Unit/Apartment,37,120000,137229,-36,133.3,FALSE,FALSE
Ararat Rural City,Regional Victoria,2008,Unit/Apartment,19,153000,155381,27.5,170,FALSE,FALSE
Ararat Rural City,Regional Victoria,2009,Unit/Apartment,28,135000,146062,-11.76,150,FALSE,FALSE
Ararat Rural City,Regional Victoria,2010,Unit/Apartment,27,126000,139827,-6.67,140,FALSE,FALSE
Ararat Rural City,Regional Victoria,2011,Unit/Apartment,16,231250,212921,83.53,256.9,FALSE,FALSE
Ararat Rural City,Regional Victoria,2012,Unit/Apartment,11,250000,225454,8.11,277.8,FALSE,FALSE
Ararat Rural City,Regional Victoria,2013,Unit/Apartment,14,168500,169357,-32.6,187.2,FALSE,FALSE
Ararat Rural City,Regional Victoria,2014,Unit/Apartment,9,185000,195777,9.79,205.6,FALSE,FALSE
Ararat Rural City,Regional Victoria,2015,Unit/Apartment,10,170000,196900,-8.11,188.9,FALSE,FALSE
Ararat Rural City,Regional Victoria,2016,Unit/Apartment,11,162000,182172,-4.71,180,FALSE,FALSE
Ararat Rural City,Regional Victoria,2017,Unit/Apartment,11,120000,151500,-25.93,133.3,FALSE,FALSE
Ararat Rural City,Regional Victoria,2018,Unit/Apartment,22,208840,203440,74.03,232,FALSE,FALSE
Ararat Rural City,Regional Victoria,2019,Unit/Apartment,20,207000,218375,-0.88,230,FALSE,FALSE
Ararat Rural City,Regional Victoria,2020,Unit/Apartment,22,207500,225779,0.24,230.6,FALSE,FALSE
Ararat Rural City,Regional Victoria,2021,Unit/Apartment,28,238500,252785,14.94,265,FALSE,FALSE
Ararat Rural City,Regional Victoria,2022,Unit/Apartment,20,248500,252674,4.19,276.1,FALSE,FALSE
Ararat Rural City,Regional Victoria,2023,Unit/Apartment,22,315000,340954,26.76,350,FALSE,FALSE
Ararat Rural City,Regional Victoria,2024,Unit/Apartment,14,302500,325214,-3.97,336.1,FALSE,FALSE
Ararat Rural City,Regional Victoria,2025,Unit/Apartment,4,300000,300250,-0.83,333.3,FALSE,TRUE
Ararat Rural City,Regional Victoria,2004,Vacant Land,41,36000,33554,,100,FALSE,FALSE
Ararat Rural City,Regional Victoria,2005,Vacant Land,35,45000,40205,25,125,FALSE,FALSE
Ararat Rural City,Regional Victoria,2006,Vacant Land,32,51250,51806,13.89,142.4,FALSE,FALSE
Ararat Rural City,Regional Victoria,2007,Vacant Land,23,42500,47669,-17.07,118.1,FALSE,FALSE
Ararat Rural City,Regional Victoria,2008,Vacant Land,23,50000,52804,17.65,138.9,FALSE,FALSE
Ararat Rural City,Regional Victoria,2009,Vacant Land,24,68000,59625,36,188.9,FALSE,FALSE
Ararat Rural City,Regional Victoria,2010,Vacant Land,24,71250,68375,4.78,197.9,FALSE,FALSE
Ararat Rural City,Regional Victoria,2011,Vacant Land,17,70000,63976,-1.75,194.4,FALSE,FALSE
Ararat Rural City,Regional Victoria,2012,Vacant Land,19,80000,68002,14.29,222.2,FALSE,FALSE
Ararat Rural City,Regional Victoria,2013,Vacant Land,23,53500,61530,-33.13,148.6,FALSE,FALSE
Ararat Rural City,Regional Victoria,2014,Vacant Land,18,80250,74833,50,222.9,FALSE,FALSE
Ararat Rural City,Regional Victoria,2015,Vacant Land,27,71600,66995,-10.78,198.9,FALSE,FALSE
Ararat Rural City,Regional Victoria,2016,Vacant Land,19,48000,52503,-32.96,133.3,FALSE,FALSE
Ararat Rural City,Regional Victoria,2017,Vacant Land,10,58625,67475,22.14,162.8,FALSE,FALSE
Ararat Rural City,Regional Victoria,2018,Vacant Land,25,60000,70024,2.35,166.7,FALSE,FALSE
Ararat Rural City,Regional Victoria,2019,Vacant Land,15,55000,76103,-8.33,152.8,FALSE,FALSE
Ararat Rural City,Regional Victoria,2020,Vacant Land,42,73500,72778,33.64,204.2,FALSE,FALSE
Ararat Rural City,Regional Victoria,2021,Vacant Land,54,155000,138925,110.88,430.6,FALSE,FALSE
Ararat Rural City,Regional Victoria,2022,Vacant Land,45,153000,150785,-1.29,425,FALSE,FALSE
Ararat Rural City,Regional Victoria,2023,Vacant Land,32,151500,161815,-0.98,420.8,FALSE,FALSE
Ararat Rural City,Regional Victoria,2024,Vacant Land,23,131400,152952,-13.27,365,FALSE,FALSE
Ararat Rural City,Regional Victoria,2025,Vacant Land,4,168750,263375,28.42,468.8,FALSE,TRUE
Ballarat City,Regional Victoria,2004,House,2056,195000,214605,,100,FALSE,FALSE
Ballarat City,Regional Victoria,2005,House,1960,210000,230893,7.69,107.7,FALSE,FALSE
Ballarat City,Regional Victoria,2006,House,1890,212000,234493,0.95,108.7,FALSE,FALSE
Ballarat City,Regional Victoria,2007,House,1981,220000,244673,3.77,112.8,FALSE,FALSE
Ballarat City,Regional Victoria,2008,House,1816,225000,251035,2.27,115.4,FALSE,FALSE
Ballarat City,Regional Victoria,2009,House,2201,238000,261822,5.78,122.1,FALSE,FALSE
Ballarat City,Regional Victoria,2010,House,2124,265000,297011,11.34,135.9,FALSE,FALSE
Ballarat City,Regional Victoria,2011,House,2071,280000,309973,5.66,143.6,FALSE,FALSE
Ballarat City,Regional Victoria,2012,House,1929,285000,314021,1.79,146.2,FALSE,FALSE
Ballarat City,Regional Victoria,2013,House,2086,295000,325847,3.51,151.3,FALSE,FALSE
Ballarat City,Regional Victoria,2014,House,2085,295000,335969,0,151.3,FALSE,FALSE
Ballarat City,Regional Victoria,2015,House,2122,305000,334881,3.39,156.4,FALSE,FALSE
Ballarat City,Regional Victoria,2016,House,2126,320000,353829,4.92,164.1,FALSE,FALSE
Ballarat City,Regional Victoria,2017,House,2451,340000,375240,6.25,174.4,FALSE,FALSE
Ballarat City,Regional Victoria,2018,House,2479,370000,412600,8.82,189.7,FALSE,FALSE
Ballarat City,Regional Victoria,2019,House,2146,403000,447214,8.92,206.7,FALSE,FALSE
Ballarat City,Regional Victoria,2020,House,2146,440000,488668,9.18,225.6,FALSE,FALSE
Ballarat City,Regional Victoria,2021,House,2500,530000,588720,20.45,271.8,FALSE,FALSE
Ballarat City,Regional Victoria,2022,House,2025,590000,647632,11.32,302.6,FALSE,FALSE
Ballarat City,Regional Victoria,2023,House,1936,567500,618608,-3.81,291,FALSE,FALSE
Ballarat City,Regional Victoria,2024,House,2376,530000,583619,-6.61,271.8,FALSE,FALSE
Ballarat City,Regional Victoria,2025,House,440,514000,540552,-3.02,263.6,FALSE,TRUE
Ballarat City,Regional Victoria,2004,Unit/Apartment,371,162000,175968,,100,FALSE,FALSE
Ballarat City,Regional Victoria,2005,Unit/Apartment,331,177500,186090,9.57,109.6,FALSE,FALSE
Ballarat City,Regional Victoria,2006,Unit/Apartment,361,173500,176906,-2.25,107.1,FALSE,FALSE
Ballarat City,Regional Victoria,2007,Unit/Apartment,428,183250,188933,5.62,113.1,FALSE,FALSE
Ballarat City,Regional Victoria,2008,Unit/Apartment,364,185000,194511,0.95,114.2,FALSE,FALSE
Ballarat City,Regional Victoria,2009,Unit/Apartment,578,202500,201398,9.46,125,FALSE,FALSE
Ballarat City,Regional Victoria,2010,Unit/Apartment,435,220000,237924,8.64,135.8,FALSE,FALSE
Ballarat City,Regional Victoria,2011,Unit/Apartment,424,226750,236634,3.07,140,FALSE,FALSE
Ballarat City,Regional Victoria,2012,Unit/Apartment,461,247500,254960,9.15,152.8,FALSE,FALSE
Ballarat City,Regional Victoria,2013,Unit/Apartment,400,230500,234253,-6.87,142.3,FALSE,FALSE
Ballarat City,Regional Victoria,2014,Unit/Apartment,419,245000,248837,6.29,151.2,FALSE,FALSE
Ballarat City,Regional Victoria,2015,Unit/Apartment,407,245000,248420,0,151.2,FALSE,FALSE
Ballarat City,Regional Victoria,2016,Unit/Apartment,423,238000,252923,-2.86,146.9,FALSE,FALSE
Ballarat City,Regional Victoria,2017,Unit/Apartment,504,253975,261858,6.71,156.8,FALSE,FALSE
Ballarat City,Regional Victoria,2018,Unit/Apartment,555,265000,273145,4.34,163.6,FALSE,FALSE
Ballarat City,Regional Victoria,2019,Unit/Apartment,417,285000,297294,7.55,175.9,FALSE,FALSE
Ballarat City,Regional Victoria,2020,Unit/Apartment,465,315000,328427,10.53,194.4,FALSE,FALSE
Ballarat City,Regional Victoria,2021,Unit/Apartment,490,358500,368420,13.81,221.3,FALSE,FALSE
Ballarat City,Regional Victoria,2022,Unit/Apartment,403,400000,408889,11.58,246.9,FALSE,FALSE
Ballarat City,Regional Victoria,2023,Unit/Apartment,383,385000,395680,-3.75,237.7,FALSE,FALSE
Ballarat City,Regional Victoria,2024,Unit/Apartment,480,365000,393063,-5.19,225.3,FALSE,FALSE
Ballarat City,Regional Victoria,2025,Unit/Apartment,88,364500,374238,-0.14,225,FALSE,TRUE
Ballarat City,Regional Victoria,2004,Vacant Land,655,80000,85768,,100,FALSE,FALSE
Ballarat City,Regional Victoria,2005,Vacant Land,584,87000,96922,8.75,108.7,FALSE,FALSE
Ballarat City,Regional Victoria,2006,Vacant Land,565,88000,98695,1.15,110,FALSE,FALSE
Ballarat City,Regional Victoria,2007,Vacant Land,705,88000,96555,0,110,FALSE,FALSE
Ballarat City,Regional Victoria,2008,Vacant Land,571,97000,101186,10.23,121.2,FALSE,FALSE
Ballarat City,Regional Victoria,2009,Vacant Land,848,95000,105748,-2.06,118.8,FALSE,FALSE
Ballarat City,Regional Victoria,2010,Vacant Land,813,117000,123966,23.16,146.2,FALSE,FALSE
Ballarat City,Regional Victoria,2011,Vacant Land,706,132000,140671,12.82,165,FALSE,FALSE
Ballarat City,Regional Victoria,2012,Vacant Land,543,135000,144158,2.27,168.8,FALSE,FALSE
Ballarat City,Regional Victoria,2013,Vacant Land,673,135000,148962,0,168.8,FALSE,FALSE
Ballarat City,Regional Victoria,2014,Vacant Land,703,142000,153953,5.19,177.5,FALSE,FALSE
Ballarat City,Regional Victoria,2015,Vacant Land,666,135500,152776,-4.58,169.4,FALSE,FALSE
Ballarat City,Regional Victoria,2016,Vacant Land,678,136000,157875,0.37,170,FALSE,FALSE
Ballarat City,Regional Victoria,2017,Vacant Land,940,139700,156350,2.72,174.6,FALSE,FALSE
Ballarat City,Regional Victoria,2018,Vacant Land,1880,146000,156304,4.51,182.5,FALSE,FALSE
Ballarat City,Regional Victoria,2019,Vacant Land,1505,167000,176429,14.38,208.8,FALSE,FALSE
Ballarat City,Regional Victoria,2020,Vacant Land,2057,195000,206722,16.77,243.8,FALSE,FALSE
Ballarat City,Regional Victoria,2021,Vacant Land,2163,250000,259890,28.21,312.5,FALSE,FALSE
Ballarat City,Regional Victoria,2022,Vacant Land,811,305000,314028,22,381.2,FALSE,FALSE
Ballarat City,Regional Victoria,2023,Vacant Land,377,300000,321672,-1.64,375,FALSE,FALSE
Ballarat City,Regional Victoria,2024,Vacant Land,348,285000,308358,-5,356.2,FALSE,FALSE
Ballarat City,Regional Victoria,2025,Vacant Land,34,295000,327413,3.51,368.8,FALSE,TRUE
Banyule City,Metro Melbourne,2004,House,1537,335000,388596,,100,FALSE,FALSE
Banyule City,Metro Melbourne,2005,House,1540,345000,407201,2.99,103,FALSE,FALSE
Banyule City,Metro Melbourne,2006,House,1520,368500,428209,6.81,110,FALSE,FALSE
Banyule City,Metro Melbourne,2007,House,1738,410000,490189,11.26,122.4,FALSE,FALSE
Banyule City,Metro Melbourne,2008,House,1344,445000,539262,8.54,132.8,FALSE,FALSE
Banyule City,Metro Melbourne,2009,House,1481,474388,577492,6.6,141.6,FALSE,FALSE
Banyule City,Metro Melbourne,2010,House,1349,585000,689212,23.32,174.6,FALSE,FALSE
Banyule City,Metro Melbourne,2011,House,1282,564100,675652,-3.57,168.4,FALSE,FALSE
Banyule City,Metro Melbourne,2012,House,1228,540000,647133,-4.27,161.2,FALSE,FALSE
Banyule City,Metro Melbourne,2013,House,1421,580000,689614,7.41,173.1,FALSE,FALSE
Banyule City,Metro Melbourne,2014,House,1541,627000,758588,8.1,187.2,FALSE,FALSE
Banyule City,Metro Melbourne,2015,House,1691,718000,851457,14.51,214.3,FALSE,FALSE
Banyule City,Metro Melbourne,2016,House,1460,790250,939152,10.06,235.9,FALSE,FALSE
Banyule City,Metro Melbourne,2017,House,1399,900000,1070705,13.89,268.7,FALSE,FALSE
Banyule City,Metro Melbourne,2018,House,1277,880000,1038328,-2.22,262.7,FALSE,FALSE
Banyule City,Metro Melbourne,2019,House,1253,855000,999871,-2.84,255.2,FALSE,FALSE
Banyule City,Metro Melbourne,2020,House,1056,890500,1080190,4.15,265.8,FALSE,FALSE
Banyule City,Metro Melbourne,2021,House,1626,1085000,1276049,21.84,323.9,FALSE,FALSE
Banyule City,Metro Melbourne,2022,House,1347,1061000,1260612,-2.21,316.7,FALSE,FALSE
Banyule City,Metro Melbourne,2023,House,1232,1060000,1233641,-0.09,316.4,FALSE,FALSE
Banyule City,Metro Melbourne,2024,House,1341,1110000,1277974,4.72,331.3,FALSE,FALSE
Banyule City,Metro Melbourne,2025,House,116,1035500,1163998,-6.71,309.1,FALSE,TRUE
Banyule City,Metro Melbourne,2004,Unit/Apartment,592,275000,291746,,100,FALSE,FALSE
Banyule City,Metro Melbourne,2005,Unit/Apartment,695,284000,312002,3.27,103.3,FALSE,FALSE
Banyule City,Metro Melbourne,2006,Unit/Apartment,722,297000,322086,4.58,108,FALSE,FALSE
Banyule City,Metro Melbourne,2007,Unit/Apartment,1011,340500,364187,14.65,123.8,FALSE,FALSE
Banyule City,Metro Melbourne,2008,Unit/Apartment,673,370000,395964,8.66,134.5,FALSE,FALSE
Banyule City,Metro Melbourne,2009,Unit/Apartment,855,410500,438516,10.95,149.3,FALSE,FALSE
Banyule City,Metro Melbourne,2010,Unit/Apartment,726,470000,495490,14.49,170.9,FALSE,FALSE
Banyule City,Metro Melbourne,2011,Unit/Apartment,647,460000,494794,-2.13,167.3,FALSE,FALSE
Banyule City,Metro Melbourne,2012,Unit/Apartment,681,447000,471197,-2.83,162.5,FALSE,FALSE
Banyule City,Metro Melbourne,2013,Unit/Apartment,855,469500,503142,5.03,170.7,FALSE,FALSE
Banyule City,Metro Melbourne,2014,Unit/Apartment,1028,488000,523167,3.94,177.5,FALSE,FALSE
Banyule City,Metro Melbourne,2015,Unit/Apartment,1134,552000,582642,13.11,200.7,FALSE,FALSE
Banyule City,Metro Melbourne,2016,Unit/Apartment,1110,570000,595062,3.26,207.3,FALSE,FALSE
Banyule City,Metro Melbourne,2017,Unit/Apartment,1144,640000,680592,12.28,232.7,FALSE,FALSE
Banyule City,Metro Melbourne,2018,Unit/Apartment,869,632000,659654,-1.25,229.8,FALSE,FALSE
Banyule City,Metro Melbourne,2019,Unit/Apartment,947,621000,666238,-1.74,225.8,FALSE,FALSE
Banyule City,Metro Melbourne,2020,Unit/Apartment,813,675000,708098,8.7,245.5,FALSE,FALSE
Banyule City,Metro Melbourne,2021,Unit/Apartment,1527,710000,762700,5.19,258.2,FALSE,FALSE
Banyule City,Metro Melbourne,2022,Unit/Apartment,1007,719000,766044,1.27,261.5,FALSE,FALSE
Banyule City,Metro Melbourne,2023,Unit/Apartment,1016,760500,801368,5.77,276.5,FALSE,FALSE
Banyule City,Metro Melbourne,2024,Unit/Apartment,1212,735000,794676,-3.35,267.3,FALSE,FALSE
Banyule City,Metro Melbourne,2025,Unit/Apartment,146,717500,756570,-2.38,260.9,FALSE,TRUE
Banyule City,Metro Melbourne,2004,Vacant Land,75,230000,234682,,100,FALSE,FALSE
Banyule City,Metro Melbourne,2005,Vacant Land,76,230125,221080,0.05,100.1,FALSE,FALSE
Banyule City,Metro Melbourne,2006,Vacant Land,68,241750,253922,5.05,105.1,FALSE,FALSE
Banyule City,Metro Melbourne,2007,Vacant Land,96,250000,240287,3.41,108.7,FALSE,FALSE
Banyule City,Metro Melbourne,2008,Vacant Land,42,282000,272921,12.8,122.6,FALSE,FALSE
Banyule City,Metro Melbourne,2009,Vacant Land,38,258476,245468,-8.34,112.4,FALSE,FALSE
Banyule City,Metro Melbourne,2010,Vacant Land,37,350000,348142,35.41,152.2,FALSE,FALSE
Banyule City,Metro Melbourne,2011,Vacant Land,33,380000,367324,8.57,165.2,FALSE,FALSE
Banyule City,Metro Melbourne,2012,Vacant Land,30,382500,367966,0.66,166.3,FALSE,FALSE
Banyule City,Metro Melbourne,2013,Vacant Land,30,363500,355706,-4.97,158,FALSE,FALSE
Banyule City,Metro Melbourne,2014,Vacant Land,39,357000,395398,-1.79,155.2,FALSE,FALSE
Banyule City,Metro Melbourne,2015,Vacant Land,25,604480,509364,69.32,262.8,FALSE,FALSE
Banyule City,Metro Melbourne,2016,Vacant Land,18,454250,545222,-24.85,197.5,FALSE,FALSE
Banyule City,Metro Melbourne,2017,Vacant Land,26,660000,591273,45.29,287,FALSE,FALSE
Banyule City,Metro Melbourne,2018,Vacant Land,19,625000,615699,-5.3,271.7,FALSE,FALSE
Banyule City,Metro Melbourne,2019,Vacant Land,26,500000,666464,-20,217.4,FALSE,FALSE
Banyule City,Metro Melbourne,2020,Vacant Land,19,708000,681684,41.6,307.8,FALSE,FALSE
Banyule City,Metro Melbourne,2021,Vacant Land,24,759500,876653,7.27,330.2,FALSE,FALSE
Banyule City,Metro Melbourne,2022,Vacant Land,12,652000,731801,-14.15,283.5,FALSE,FALSE
Banyule City,Metro Melbourne,2023,Vacant Land,12,880000,843690,34.97,382.6,FALSE,FALSE
Banyule City,Metro Melbourne,2024,Vacant Land,20,730000,936180,-17.05,317.4,FALSE,FALSE
Banyule City,Metro Melbourne,2025,Vacant Land,0,0,0,-100,0,FALSE,TRUE
Bass Coast Shire,Regional Victoria,2004,House,1040,225000,245217,,100,FALSE,FALSE
Bass Coast Shire,Regional Victoria,2005,House,996,240000,266855,6.67,106.7,FALSE,FALSE
Bass Coast Shire,Regional Victoria,2006,House,988,254500,283123,6.04,113.1,FALSE,FALSE
Bass Coast Shire,Regional Victoria,2007,House,1347,263000,294778,3.34,116.9,FALSE,FALSE
Bass Coast Shire,Regional Victoria,2008,House,1011,275000,312504,4.56,122.2,FALSE,FALSE
Bass Coast Shire,Regional Victoria,2009,House,1139,290000,323466,5.45,128.9,FALSE,FALSE
Bass Coast Shire,Regional Victoria,2010,House,1081,332500,369084,14.66,147.8,FALSE,FALSE
Bass Coast Shire,Regional Victoria,2011,House,803,350000,383377,5.26,155.6,FALSE,FALSE
Bass Coast Shire,Regional Victoria,2012,House,780,330000,352094,-5.71,146.7,FALSE,FALSE
Bass Coast Shire,Regional Victoria,2013,House,975,332500,368200,0.76,147.8,FALSE,FALSE
Bass Coast Shire,Regional Victoria,2014,House,1001,340000,372235,2.26,151.1,FALSE,FALSE
