Council,Region,Year,PropertyType,NumSales,MedianPrice,MeanPrice,YoY_Median_Growth_Pct,Median_Index_2004base,IsAggregate,IsPreliminary
Maroondah City,Metro Melbourne,2024,House,1226,1025000,1099124,2.5,341.7,FALSE,FALSE
Maroondah City,Metro Melbourne,2025,House,114,1000000,1035826,-2.44,333.3,FALSE,TRUE
Maroondah City,Metro Melbourne,2004,Unit/Apartment,897,235000,243128,,100,FALSE,FALSE
Maroondah City,Metro Melbourne,2005,Unit/Apartment,947,245000,254996,4.26,104.3,FALSE,FALSE
Maroondah City,Metro Melbourne,2006,Unit/Apartment,940,252050,261594,2.88,107.3,FALSE,FALSE
Maroondah City,Metro Melbourne,2007,Unit/Apartment,1171,280000,294532,11.09,119.1,FALSE,FALSE
Maroondah City,Metro Melbourne,2008,Unit/Apartment,945,303000,322893,8.21,128.9,FALSE,FALSE
Maroondah City,Metro Melbourne,2009,Unit/Apartment,1137,339950,356084,12.19,144.7,FALSE,FALSE
Maroondah City,Metro Melbourne,2010,Unit/Apartment,916,381000,402095,12.08,162.1,FALSE,FALSE
Maroondah City,Metro Melbourne,2011,Unit/Apartment,820,380444,,-0.15,161.9,FALSE,FALSE
Maroondah City,Metro Melbourne,2012,Unit/Apartment,913,375000,394805,-1.43,159.6,FALSE,FALSE
Maroondah City,Metro Melbourne,2013,Unit/Apartment,1042,396000,406987,5.6,168.5,FALSE,FALSE
Maroondah City,Metro Melbourne,2014,Unit/Apartment,1161,430000,445199,8.59,183,FALSE,FALSE
Maroondah City,Metro Melbourne,2015,Unit/Apartment,1270,470000,491651,9.3,200,FALSE,FALSE
Maroondah City,Metro Melbourne,2016,Unit/Apartment,1172,506500,537658,7.77,215.5,FALSE,FALSE
Maroondah City,Metro Melbourne,2017,Unit/Apartment,1273,573000,604667,13.13,243.8,FALSE,FALSE
Maroondah City,Metro Melbourne,2018,Unit/Apartment,838,595000,606422,3.84,253.2,FALSE,FALSE
Maroondah City,Metro Melbourne,2019,Unit/Apartment,1001,580000,603766,-2.52,246.8,FALSE,FALSE
Maroondah City,Metro Melbourne,2020,Unit/Apartment,806,610000,625901,5.17,259.6,FALSE,FALSE
Maroondah City,Metro Melbourne,2021,Unit/Apartment,1349,673000,693535,10.33,286.4,FALSE,FALSE
Maroondah City,Metro Melbourne,2022,Unit/Apartment,998,672250,695384,-0.11,286.1,FALSE,FALSE
Maroondah City,Metro Melbourne,2023,Unit/Apartment,1011,678000,709941,0.86,288.5,FALSE,FALSE
Maroondah City,Metro Melbourne,2024,Unit/Apartment,1114,698500,711735,3.02,297.2,FALSE,FALSE
Maroondah City,Metro Melbourne,2025,Unit/Apartment,138,650000,649149,-6.94,276.6,FALSE,TRUE
Maroondah City,Metro Melbourne,2004,Vacant Land,81,198000,200951,,100,FALSE,FALSE
Maroondah City,Metro Melbourne,2005,Vacant Land,28,146428,172409,-26.05,74,FALSE,FALSE
Maroondah City,Metro Melbourne,2006,Vacant Land,67,220000,222332,50.24,111.1,FALSE,FALSE
Maroondah City,Metro Melbourne,2007,Vacant Land,62,246250,244758,11.93,124.4,FALSE,FALSE
Maroondah City,Metro Melbourne,2008,Vacant Land,80,239000,258870,-2.94,120.7,FALSE,FALSE
Maroondah City,Metro Melbourne,2009,Vacant Land,141,279000,266289,16.74,140.9,FALSE,FALSE
Maroondah City,Metro Melbourne,2010,Vacant Land,100,320000,300286,14.7,161.6,FALSE,FALSE
Maroondah City,Metro Melbourne,2011,Vacant Land,126,293250,298652,-8.36,148.1,FALSE,FALSE
Maroondah City,Metro Melbourne,2012,Vacant Land,117,275000,284438,-6.22,138.9,FALSE,FALSE
Maroondah City,Metro Melbourne,2013,Vacant Land,189,250000,274471,-9.09,126.3,FALSE,FALSE
Maroondah City,Metro Melbourne,2014,Vacant Land,117,320000,338215,28,161.6,FALSE,FALSE
Maroondah City,Metro Melbourne,2015,Vacant Land,75,409000,424871,27.81,206.6,FALSE,FALSE
Maroondah City,Metro Melbourne,2016,Vacant Land,38,369500,436839,-9.66,186.6,FALSE,FALSE
Maroondah City,Metro Melbourne,2017,Vacant Land,50,582500,593904,57.65,294.2,FALSE,FALSE
Maroondah City,Metro Melbourne,2018,Vacant Land,48,422500,476638,-27.47,213.4,FALSE,FALSE
Maroondah City,Metro Melbourne,2019,Vacant Land,61,400000,467333,-5.33,202,FALSE,FALSE
Maroondah City,Metro Melbourne,2020,Vacant Land,67,560000,581497,40,282.8,FALSE,FALSE
Maroondah City,Metro Melbourne,2021,Vacant Land,78,664000,688075,18.57,335.4,FALSE,FALSE
Maroondah City,Metro Melbourne,2022,Vacant Land,38,625237,647516,-5.84,315.8,FALSE,FALSE
Maroondah City,Metro Melbourne,2023,Vacant Land,32,817500,790087,30.75,412.9,FALSE,FALSE
Maroondah City,Metro Melbourne,2024,Vacant Land,22,935000,1172689,14.37,472.2,FALSE,FALSE
Maroondah City,Metro Melbourne,2025,Vacant Land,1,640000,640000,-31.55,323.2,FALSE,TRUE
Melbourne City,Metro Melbourne,2004,House,422,470000,656109,,100,FALSE,FALSE
Melbourne City,Metro Melbourne,2005,House,477,460000,646406,-2.13,97.9,FALSE,FALSE
Melbourne City,Metro Melbourne,2006,House,469,532000,762290,15.65,113.2,FALSE,FALSE
Melbourne City,Metro Melbourne,2007,House,572,650000,931237,22.18,138.3,FALSE,FALSE
Melbourne City,Metro Melbourne,2008,House,340,615000,875459,-5.38,130.9,FALSE,FALSE
Melbourne City,Metro Melbourne,2009,House,383,660000,904350,7.32,140.4,FALSE,FALSE
Melbourne City,Metro Melbourne,2010,House,324,802500,1053402,21.59,170.7,FALSE,FALSE
Melbourne City,Metro Melbourne,2011,House,380,750000,1051846,-6.54,159.6,FALSE,FALSE
Melbourne City,Metro Melbourne,2012,House,345,740000,1013078,-1.33,157.4,FALSE,FALSE
Melbourne City,Metro Melbourne,2013,House,423,815000,1111837,10.14,173.4,FALSE,FALSE
Melbourne City,Metro Melbourne,2014,House,382,915000,1273009,12.27,194.7,FALSE,FALSE
Melbourne City,Metro Melbourne,2015,House,400,958000,1302544,4.7,203.8,FALSE,FALSE
Melbourne City,Metro Melbourne,2016,House,377,1169000,1654392,22.03,248.7,FALSE,FALSE
Melbourne City,Metro Melbourne,2017,House,335,1370000,1884841,17.19,291.5,FALSE,FALSE
Melbourne City,Metro Melbourne,2018,House,304,1272000,1837681,-7.15,270.6,FALSE,FALSE
Melbourne City,Metro Melbourne,2019,House,273,1295000,1661676,1.81,275.5,FALSE,FALSE
Melbourne City,Metro Melbourne,2020,House,223,1300000,1890895,0.39,276.6,FALSE,FALSE
Melbourne City,Metro Melbourne,2021,House,394,1370000,1788719,5.38,291.5,FALSE,FALSE
Melbourne City,Metro Melbourne,2022,House,364,1433406,1857169,4.63,305,FALSE,FALSE
Melbourne City,Metro Melbourne,2023,House,305,1330000,1890309,-7.21,283,FALSE,FALSE
Melbourne City,Metro Melbourne,2024,House,345,1290000,1875918,-3.01,274.5,FALSE,FALSE
Melbourne City,Metro Melbourne,2025,House,47,1170000,1283957,-9.3,248.9,FALSE,TRUE
Melbourne City,Metro Melbourne,2004,Unit/Apartment,3324,319000,372006,,100,FALSE,FALSE
Melbourne City,Metro Melbourne,2005,Unit/Apartment,3721,321875,390734,0.9,100.9,FALSE,FALSE
Melbourne City,Metro Melbourne,2006,Unit/Apartment,4189,353000,440810,9.67,110.7,FALSE,FALSE
Melbourne City,Metro Melbourne,2007,Unit/Apartment,6092,391000,516261,10.76,122.6,FALSE,FALSE
Melbourne City,Metro Melbourne,2008,Unit/Apartment,5091,409000,480188,4.6,128.2,FALSE,FALSE
Melbourne City,Metro Melbourne,2009,Unit/Apartment,5797,430000,497490,5.13,134.8,FALSE,FALSE
Melbourne City,Metro Melbourne,2010,Unit/Apartment,7680,495000,570174,15.12,155.2,FALSE,FALSE
Melbourne City,Metro Melbourne,2011,Unit/Apartment,6416,500000,568089,1.01,156.7,FALSE,FALSE
Melbourne City,Metro Melbourne,2012,Unit/Apartment,5642,497000,555054,-0.6,155.8,FALSE,FALSE
Melbourne City,Metro Melbourne,2013,Unit/Apartment,7713,515500,590389,3.72,161.6,FALSE,FALSE
Melbourne City,Metro Melbourne,2014,Unit/Apartment,11256,526751,583985,2.18,165.1,FALSE,FALSE
Melbourne City,Metro Melbourne,2015,Unit/Apartment,10377,575000,652560,9.16,180.3,FALSE,FALSE
Melbourne City,Metro Melbourne,2016,Unit/Apartment,7624,590000,708568,2.61,185,FALSE,FALSE
Melbourne City,Metro Melbourne,2017,Unit/Apartment,7331,583250,698090,-1.14,182.8,FALSE,FALSE
Melbourne City,Metro Melbourne,2018,Unit/Apartment,5481,586400,691478,0.54,183.8,FALSE,FALSE
Melbourne City,Metro Melbourne,2019,Unit/Apartment,4577,589000,738636,0.44,184.6,FALSE,FALSE
Melbourne City,Metro Melbourne,2020,Unit/Apartment,3111,593000,733323,0.68,185.9,FALSE,FALSE
Melbourne City,Metro Melbourne,2021,Unit/Apartment,4054,567500,726205,-4.3,177.9,FALSE,FALSE
Melbourne City,Metro Melbourne,2022,Unit/Apartment,4668,587000,713839,3.44,184,FALSE,FALSE
Melbourne City,Metro Melbourne,2023,Unit/Apartment,5237,565664,691225,-3.63,177.3,FALSE,FALSE
Melbourne City,Metro Melbourne,2024,Unit/Apartment,5681,575000,687535,1.65,180.3,FALSE,FALSE
Melbourne City,Metro Melbourne,2025,Unit/Apartment,787,507000,615065,-11.83,158.9,FALSE,TRUE
Melbourne City,Metro Melbourne,2004,Vacant Land,6,176187,185812,,100,FALSE,FALSE
Melbourne City,Metro Melbourne,2005,Vacant Land,4,280000,286500,58.92,158.9,FALSE,FALSE
Melbourne City,Metro Melbourne,2006,Vacant Land,14,260000,264121,-7.14,147.6,FALSE,FALSE
Melbourne City,Metro Melbourne,2007,Vacant Land,5,354000,294800,36.15,200.9,FALSE,FALSE
Melbourne City,Metro Melbourne,2008,Vacant Land,1,307500,307500,-13.14,174.5,FALSE,FALSE
Melbourne City,Metro Melbourne,2009,Vacant Land,2,150760,150760,-50.97,85.6,FALSE,FALSE
Melbourne City,Metro Melbourne,2010,Vacant Land,7,347000,676785,130.17,196.9,FALSE,FALSE
Melbourne City,Metro Melbourne,2011,Vacant Land,5,330000,524800,-4.9,187.3,FALSE,FALSE
Melbourne City,Metro Melbourne,2012,Vacant Land,6,445250,585333,34.92,252.7,FALSE,FALSE
Melbourne City,Metro Melbourne,2013,Vacant Land,9,320000,367944,-28.13,181.6,FALSE,FALSE
Melbourne City,Metro Melbourne,2014,Vacant Land,1,515000,515000,60.94,292.3,FALSE,FALSE
Melbourne City,Metro Melbourne,2015,Vacant Land,2,565500,565500,9.81,321,FALSE,FALSE
Melbourne City,Metro Melbourne,2016,Vacant Land,4,956500,846750,69.14,542.9,FALSE,FALSE
Melbourne City,Metro Melbourne,2017,Vacant Land,7,900000,963571,-5.91,510.8,FALSE,FALSE
Melbourne City,Metro Melbourne,2018,Vacant Land,6,488750,784879,-45.69,277.4,FALSE,FALSE
Melbourne City,Metro Melbourne,2019,Vacant Land,1,560000,560000,14.58,317.8,FALSE,FALSE
Melbourne City,Metro Melbourne,2020,Vacant Land,0,0,0,-100,0,FALSE,FALSE
Melbourne City,Metro Melbourne,2021,Vacant Land,4,1387500,1796250,inf,787.5,FALSE,FALSE
Melbourne City,Metro Melbourne,2022,Vacant Land,1,1732500,1732500,24.86,983.3,FALSE,FALSE
Melbourne City,Metro Melbourne,2023,Vacant Land,0,0,0,-100,0,FALSE,FALSE
Melbourne City,Metro Melbourne,2024,Vacant Land,4,776000,2988000,inf,440.4,FALSE,FALSE
Melbourne City,Metro Melbourne,2025,Vacant Land,0,0,0,-100,0,FALSE,TRUE
Melbourne Metropolitan Area,Aggregate,2004,House,53796,308944,381618,,100,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2005,House,56847,320000,399974,3.58,103.6,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2006,House,55173,345000,439669,7.81,111.7,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2007,House,66462,372000,503365,7.83,120.4,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2008,House,52125,385000,510272,3.49,124.6,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2009,House,60061,418100,540086,8.6,135.3,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2010,House,55462,495500,636509,18.51,160.4,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2011,House,48935,493000,633428,-0.5,159.6,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2012,House,47572,485000,618323,-1.62,157,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2013,House,55225,520000,668715,7.22,168.3,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2014,House,60830,556000,726543,6.92,180,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2015,House,66599,600000,811682,7.91,194.2,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2016,House,61898,641000,861361,6.83,207.5,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2017,House,63281,720000,953221,12.32,233.1,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2018,House,51756,740000,977282,2.78,239.5,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2019,House,51585,720000,941834,-2.7,233.1,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2020,House,46909,750000,988981,4.17,242.8,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2021,House,72092,867500,1151981,15.67,280.8,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2022,House,57186,890000,1181246,2.59,288.1,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2023,House,54694,860000,1160843,-3.37,278.4,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2024,House,61409,855000,1136618,-0.58,276.7,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2025,House,6492,750000,926371,-12.28,242.8,TRUE,TRUE
Melbourne Metropolitan Area,Aggregate,2004,Unit/Apartment,26087,275000,323110,,100,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2005,Unit/Apartment,29089,285000,332408,3.64,103.6,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2006,Unit/Apartment,30837,305000,364847,7.02,110.9,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2007,Unit/Apartment,42246,340000,408442,11.48,123.6,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2008,Unit/Apartment,32068,355000,407357,4.41,129.1,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2009,Unit/Apartment,40964,385000,435919,8.45,140,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2010,Unit/Apartment,39924,448250,507647,16.43,163,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2011,Unit/Apartment,34099,445000,504090,-0.73,161.8,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2012,Unit/Apartment,33779,436500,492145,-1.91,158.7,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2013,Unit/Apartment,42374,460000,518346,5.38,167.3,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2014,Unit/Apartment,50746,482500,541512,4.89,175.5,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2015,Unit/Apartment,53906,510000,581898,5.7,185.5,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2016,Unit/Apartment,47184,520000,608562,1.96,189.1,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2017,Unit/Apartment,48433,555000,649299,6.73,201.8,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2018,Unit/Apartment,36196,570000,658172,2.7,207.3,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2019,Unit/Apartment,33197,580000,679084,1.75,210.9,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2020,Unit/Apartment,29927,600000,687890,3.45,218.2,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2021,Unit/Apartment,46610,635000,745824,5.83,230.9,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2022,Unit/Apartment,38273,625000,737641,-1.57,227.3,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2023,Unit/Apartment,39073,620000,731770,-0.8,225.5,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2024,Unit/Apartment,43359,615000,712535,-0.81,223.6,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2025,Unit/Apartment,5399,579000,642984,-5.85,210.5,TRUE,TRUE
Melbourne Metropolitan Area,Aggregate,2004,Vacant Land,13000,135000,145009,,100,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2005,Vacant Land,13330,137000,146848,1.48,101.5,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2006,Vacant Land,14768,139000,153139,1.46,103,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2007,Vacant Land,20424,143900,155663,3.53,106.6,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2008,Vacant Land,16166,152000,161795,5.63,112.6,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2009,Vacant Land,22634,166000,174726,9.21,123,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2010,Vacant Land,19560,190000,206050,14.46,140.7,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2011,Vacant Land,12331,210766,227228,10.93,156.1,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2012,Vacant Land,10219,210000,226861,-0.36,155.6,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2013,Vacant Land,13507,207900,227227,-1,154,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2014,Vacant Land,16207,210000,232680,1.01,155.6,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2015,Vacant Land,20573,219500,240588,4.52,162.6,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2016,Vacant Land,26139,229000,245131,4.33,169.6,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2017,Vacant Land,28426,270000,287287,17.9,200,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2018,Vacant Land,16775,313900,332687,16.26,232.5,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2019,Vacant Land,12511,310900,335740,-0.96,230.3,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2020,Vacant Land,23113,309000,327323,-0.61,228.9,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2021,Vacant Land,36411,329000,352969,6.47,243.7,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2022,Vacant Land,14571,370000,405399,12.46,274.1,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2023,Vacant Land,8613,379000,426116,2.43,280.7,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2024,Vacant Land,8977,368000,411910,-2.9,272.6,TRUE,FALSE
Melbourne Metropolitan Area,Aggregate,2025,Vacant Land,750,380500,440707,3.4,281.9,TRUE,TRUE
Melton City,Metro Melbourne,2004,House,1481,240000,243832,,100,FALSE,FALSE
Melton City,Metro Melbourne,2005,House,1611,250000,250869,4.17,104.2,FALSE,FALSE
Melton City,Metro Melbourne,2006,House,1409,255000,255948,2,106.2,FALSE,FALSE
Melton City,Metro Melbourne,2007,House,2183,263000,270421,3.14,109.6,FALSE,FALSE
Melton City,Metro Melbourne,2008,House,2165,285000,293233,8.37,118.8,FALSE,FALSE
Melton City,Metro Melbourne,2009,House,2404,305000,315048,7.02,127.1,FALSE,FALSE
Melton City,Metro Melbourne,2010,House,2174,336750,353620,10.41,140.3,FALSE,FALSE
Melton City,Metro Melbourne,2011,House,1774,355000,368401,5.42,147.9,FALSE,FALSE
Melton City,Metro Melbourne,2012,House,1683,353000,369029,-0.56,147.1,FALSE,FALSE
Melton City,Metro Melbourne,2013,House,1813,360000,378482,1.98,150,FALSE,FALSE
Melton City,Metro Melbourne,2014,House,1939,380000,393485,5.56,158.3,FALSE,FALSE
Melton City,Metro Melbourne,2015,House,2269,385000,410639,1.32,160.4,FALSE,FALSE
Melton City,Metro Melbourne,2016,House,2445,401000,433630,4.16,167.1,FALSE,FALSE
Melton City,Metro Melbourne,2017,House,2834,453000,490820,12.97,188.8,FALSE,FALSE
Melton City,Metro Melbourne,2018,House,2443,515000,546417,13.69,214.6,FALSE,FALSE
Melton City,Metro Melbourne,2019,House,2199,510000,531968,-0.97,212.5,FALSE,FALSE
Melton City,Metro Melbourne,2020,House,2272,533190,560094,4.55,222.2,FALSE,FALSE
Melton City,Metro Melbourne,2021,House,3697,580000,615254,8.78,241.7,FALSE,FALSE
Melton City,Metro Melbourne,2022,House,3363,625000,665361,7.76,260.4,FALSE,FALSE
Melton City,Metro Melbourne,2023,House,3568,623500,650035,-0.24,259.8,FALSE,FALSE
Melton City,Metro Melbourne,2024,House,4305,625000,659043,0.24,260.4,FALSE,FALSE
Melton City,Metro Melbourne,2025,House,567,605000,634196,-3.2,252.1,FALSE,TRUE
Melton City,Metro Melbourne,2004,Unit/Apartment,255,225000,201051,,100,FALSE,FALSE
Melton City,Metro Melbourne,2005,Unit/Apartment,174,190000,198717,-15.56,84.4,FALSE,FALSE
Melton City,Metro Melbourne,2006,Unit/Apartment,165,220000,221030,15.79,97.8,FALSE,FALSE
Melton City,Metro Melbourne,2007,Unit/Apartment,311,215000,224431,-2.27,95.6,FALSE,FALSE
Melton City,Metro Melbourne,2008,Unit/Apartment,364,230000,231203,6.98,102.2,FALSE,FALSE
Melton City,Metro Melbourne,2009,Unit/Apartment,441,249000,259440,8.26,110.7,FALSE,FALSE
Melton City,Metro Melbourne,2010,Unit/Apartment,377,259000,288300,4.02,115.1,FALSE,FALSE
Melton City,Metro Melbourne,2011,Unit/Apartment,276,270000,280258,4.25,120,FALSE,FALSE
Melton City,Metro Melbourne,2012,Unit/Apartment,304,286500,290663,6.11,127.3,FALSE,FALSE
Melton City,Metro Melbourne,2013,Unit/Apartment,393,265000,273276,-7.5,117.8,FALSE,FALSE
Melton City,Metro Melbourne,2014,Unit/Apartment,396,308500,316556,16.42,137.1,FALSE,FALSE
Melton City,Metro Melbourne,2015,Unit/Apartment,379,275000,298562,-10.86,122.2,FALSE,FALSE
Melton City,Metro Melbourne,2016,Unit/Apartment,383,305000,351901,10.91,135.6,FALSE,FALSE
Melton City,Metro Melbourne,2017,Unit/Apartment,533,360000,370393,18.03,160,FALSE,FALSE
Melton City,Metro Melbourne,2018,Unit/Apartment,293,385000,401863,6.94,171.1,FALSE,FALSE
Melton City,Metro Melbourne,2019,Unit/Apartment,261,350000,370302,-9.09,155.6,FALSE,FALSE
Melton City,Metro Melbourne,2020,Unit/Apartment,213,370000,397703,5.71,164.4,FALSE,FALSE
Melton City,Metro Melbourne,2021,Unit/Apartment,334,402900,415030,8.89,179.1,FALSE,FALSE
Melton City,Metro Melbourne,2022,Unit/Apartment,276,430000,439103,6.73,191.1,FALSE,FALSE
Melton City,Metro Melbourne,2023,Unit/Apartment,262,436500,456939,1.51,194,FALSE,FALSE
Melton City,Metro Melbourne,2024,Unit/Apartment,328,440000,453059,0.8,195.6,FALSE,FALSE
Melton City,Metro Melbourne,2025,Unit/Apartment,44,437500,469011,-0.57,194.4,FALSE,TRUE
Melton City,Metro Melbourne,2004,Vacant Land,2061,120000,122587,,100,FALSE,FALSE
Melton City,Metro Melbourne,2005,Vacant Land,1833,123000,124973,2.5,102.5,FALSE,FALSE
Melton City,Metro Melbourne,2006,Vacant Land,1889,129000,131335,4.88,107.5,FALSE,FALSE
Melton City,Metro Melbourne,2007,Vacant Land,2841,129000,130060,0,107.5,FALSE,FALSE
Melton City,Metro Melbourne,2008,Vacant Land,2165,131000,136485,1.55,109.2,FALSE,FALSE
Melton City,Metro Melbourne,2009,Vacant Land,2380,125000,145984,-4.58,104.2,FALSE,FALSE
Melton City,Metro Melbourne,2010,Vacant Land,2462,140250,163293,12.2,116.9,FALSE,FALSE
Melton City,Metro Melbourne,2011,Vacant Land,1353,185000,201743,31.91,154.2,FALSE,FALSE
Melton City,Metro Melbourne,2012,Vacant Land,1033,198000,200727,7.03,165,FALSE,FALSE
Melton City,Metro Melbourne,2013,Vacant Land,1410,186000,194831,-6.06,155,FALSE,FALSE
Melton City,Metro Melbourne,2014,Vacant Land,1596,155000,186308,-16.67,129.2,FALSE,FALSE
Melton City,Metro Melbourne,2015,Vacant Land,2132,185000,196417,19.35,154.2,FALSE,FALSE
Melton City,Metro Melbourne,2016,Vacant Land,3844,193000,200998,4.32,160.8,FALSE,FALSE
Melton City,Metro Melbourne,2017,Vacant Land,5352,228000,234161,18.13,190,FALSE,FALSE
Melton City,Metro Melbourne,2018,Vacant Land,3865,275200,278572,20.7,229.3,FALSE,FALSE
Melton City,Metro Melbourne,2019,Vacant Land,2359,270000,272812,-1.89,225,FALSE,FALSE
Melton City,Metro Melbourne,2020,Vacant Land,5236,277500,279607,2.78,231.2,FALSE,FALSE
Melton City,Metro Melbourne,2021,Vacant Land,9823,308000,305063,10.99,256.7,FALSE,FALSE
Melton City,Metro Melbourne,2022,Vacant Land,3511,355000,364289,15.26,295.8,FALSE,FALSE
Melton City,Metro Melbourne,2023,Vacant Land,1663,350000,356612,-1.41,291.7,FALSE,FALSE
Melton City,Metro Melbourne,2024,Vacant Land,1857,325000,341177,-7.14,270.8,FALSE,FALSE
Melton City,Metro Melbourne,2025,Vacant Land,136,352500,464083,8.46,293.8,FALSE,TRUE
Mildura Rural City,Regional Victoria,2004,House,995,178000,186297,,100,FALSE,FALSE
Mildura Rural City,Regional Victoria,2005,House,1006,185000,200844,3.93,103.9,FALSE,FALSE
Mildura Rural City,Regional Victoria,2006,House,869,190000,202941,2.7,106.7,FALSE,FALSE
Mildura Rural City,Regional Victoria,2007,House,891,200000,213699,5.26,112.4,FALSE,FALSE
Mildura Rural City,Regional Victoria,2008,House,792,192000,205995,-4,107.9,FALSE,FALSE
Mildura Rural City,Regional Victoria,2009,House,910,195000,205726,1.56,109.6,FALSE,FALSE
Mildura Rural City,Regional Victoria,2010,House,766,210000,217254,7.69,118,FALSE,FALSE
Mildura Rural City,Regional Victoria,2011,House,709,213000,222792,1.43,119.7,FALSE,FALSE
Mildura Rural City,Regional Victoria,2012,House,730,210000,217645,-1.41,118,FALSE,FALSE
Mildura Rural City,Regional Victoria,2013,House,869,218600,230942,4.1,122.8,FALSE,FALSE
Mildura Rural City,Regional Victoria,2014,House,930,225000,239515,2.93,126.4,FALSE,FALSE
Mildura Rural City,Regional Victoria,2015,House,968,242025,253534,7.57,136,FALSE,FALSE
Mildura Rural City,Regional Victoria,2016,House,992,245000,256520,1.23,137.6,FALSE,FALSE
Mildura Rural City,Regional Victoria,2017,House,923,250000,270363,2.04,140.4,FALSE,FALSE
Mildura Rural City,Regional Victoria,2018,House,938,270000,283951,8,151.7,FALSE,FALSE
Mildura Rural City,Regional Victoria,2019,House,895,292000,307548,8.15,164,FALSE,FALSE
Mildura Rural City,Regional Victoria,2020,House,935,311000,327536,6.51,174.7,FALSE,FALSE
Mildura Rural City,Regional Victoria,2021,House,1113,362000,385408,16.4,203.4,FALSE,FALSE
Mildura Rural City,Regional Victoria,2022,House,1003,402000,421407,11.05,225.8,FALSE,FALSE
Mildura Rural City,Regional Victoria,2023,House,895,415000,444541,3.23,233.1,FALSE,FALSE
Mildura Rural City,Regional Victoria,2024,House,1044,450000,476492,8.43,252.8,FALSE,FALSE
Mildura Rural City,Regional Victoria,2025,House,169,465000,467553,3.33,261.2,FALSE,TRUE
Mildura Rural City,Regional Victoria,2004,Unit/Apartment,216,140000,142194,,100,FALSE,FALSE
Mildura Rural City,Regional Victoria,2005,Unit/Apartment,206,143000,148259,2.14,102.1,FALSE,FALSE
